ZUT00001	89000	17	0	1	0	0	1
ZUT00002	89000	19	0	1	0	0	1
ZUT00003	89000	20	0	1	0	0	1
ZUT00004	89000	21	0	1	0	0	1
ZUT00005	89000	22	0	1	0	0	1
ZUT00006	89000	23	0	1	0	0	1
ZUT00007	89000	24	0	1	0	0	1
ZUT00008	89000	25	0	1	0	0	1
ZUT00009	89000	26	0	1	0	0	1
ZUT00010	89000	27	0	1	0	0	1
ZUT00011	89000	28	0	1	0	0	1
ZUT00012	89000	29	0	1	0	0	1
ZUT00013	89000	30	0	1	0	0	1
ZUT00014	89000	31	0	1	0	0	1
ZUT00015	89000	32	0	1	0	0	1
ZUT00016	89000	33	0	1	0	0	1
ZUT00017	89000	34	0	1	0	0	1
ZUT00018	89000	35	0	1	0	0	1
ZUT00019	89000	36	0	1	0	0	1
ZUT00020	89000	37	0	1	0	0	1
ZUT00021	89000	38	0	1	0	0	1
ZUT00022	89000	42	0	1	0	0	1
ZUT00023	89000	50	0	1	0	0	1
ZUT00024	89000	54	0	1	0	0	1
ZUT00025	89000	62	0	1	0	0	1
ZUT00026	89000	66	0	1	0	0	1
ZUT00027	89000	74	0	1	0	0	1
ZUT00028	89000	78	0	1	0	0	1
ZUT00029	89000	86	0	1	0	0	1
ZUT00030	89000	90	0	1	0	0	1
ZUT00031	89000	98	0	1	0	0	1
ZUT00032	89000	102	0	1	0	0	1
ZUT00033	89000	110	0	1	0	0	1
ZUT00034	89000	114	0	1	0	0	1
ZUT00035	89000	122	0	1	0	0	1
ZUT00036	89000	126	0	1	0	0	1
ZUT00037	89000	134	0	1	0	0	1
ZUT00038	89000	138	0	1	0	0	1
ZUT00039	89000	146	0	1	0	0	1
ZUT00040	89000	150	0	1	0	0	1
ZUT00041	89000	158	0	1	0	0	1
ZUT00042	89000	162	0	1	0	0	1
ZUT00043	89000	170	0	1	0	0	1
ZUT00044	89000	174	0	1	0	0	1
ZUT00045	89000	182	0	1	0	0	1
ZUT00046	89000	186	0	1	0	0	1
ZUT00047	89000	194	0	1	0	0	1
ZUT00048	89000	198	0	1	0	0	1
ZUT10001	89001	17	0	1	0	0	1
ZUT10002	89001	19	0	1	0	0	1
ZUT10003	89001	20	0	1	0	0	1
ZUT10004	89001	21	0	1	0	0	1
ZUT10005	89001	22	0	1	0	0	1
ZUT10006	89001	23	0	1	0	0	1
ZUT10007	89001	24	0	1	0	0	1
ZUT10008	89001	25	0	1	0	0	1
ZUT10009	89001	26	0	1	0	0	1
ZUT10010	89001	27	0	1	0	0	1
ZUT10011	89001	28	0	1	0	0	1
ZUT10012	89001	29	0	1	0	0	1
ZUT10013	89001	30	0	1	0	0	1
ZUT10014	89001	31	0	1	0	0	1
ZUT10015	89001	32	0	1	0	0	1
ZUT10016	89001	33	0	1	0	0	1
ZUT10017	89001	34	0	1	0	0	1
ZUT10018	89001	35	0	1	0	0	1
ZUT20003	89002	17	0	1	0	0	1
ZUT20004	89002	18	0	1	0	0	1
ZUT20005	89002	19	0	1	0	0	1
ZUT20006	89002	20	0	1	0	0	1
ZUT20007	89002	21	0	1	0	0	1
ZUT20008	89002	22	0	1	0	0	1
ZUT20009	89002	23	0	1	0	0	1
ZUT20010	89002	24	0	1	0	0	1
ZUT20011	89002	25	0	1	0	0	1
ZUT20012	89002	26	0	1	0	0	1
ZUT20013	89002	27	0	1	0	0	1
ZUT20014	89002	28	0	1	0	0	1
ZUT20015	89002	29	0	1	0	0	1
ZUT20016	89002	30	0	1	0	0	1
ZUT20017	89002	31	0	1	0	0	1
ZUT20018	89002	32	0	1	0	0	1
ZUT20019	89002	33	0	1	0	0	1
ZUT20020	89002	34	0	1	0	0	1
ZUT20021	89002	35	0	1	0	0	1
ZUT20022	89002	36	0	1	0	0	1
ZUT20023	89002	37	0	1	0	0	1
ZUT20024	89002	38	0	1	0	0	1
ZUT20025	89002	39	0	1	0	0	1
ZUT20026	89002	43	0	1	0	0	1
ZUT20027	89002	47	0	1	0	0	1
ZUT20028	89002	59	0	1	0	0	1
ZUT20029	89002	60	0	1	0	0	1
ZUT20030	89002	61	0	1	0	0	1
ZUT20031	89002	65	0	1	0	0	1
ZUT20032	89002	69	0	1	0	0	1
ZUT20033	89002	81	0	1	0	0	1
ZUT20034	89002	82	0	1	0	0	1
ZUT20035	89002	83	0	1	0	0	1
ZUT20036	89002	87	0	1	0	0	1
ZUT20037	89002	91	0	1	0	0	1
ZUT20038	89002	103	0	1	0	0	1
ZUT20039	89002	104	0	1	0	0	1
ZUT20040	89002	105	0	1	0	0	1
ZUT20041	89002	109	0	1	0	0	1
ZUT20042	89002	113	0	1	0	0	1
ZUT20043	89002	125	0	1	0	0	1
ZUT30001	89003	17	0	1	0	0	1
ZUT30002	89003	19	0	1	0	0	1
ZUT30003	89003	20	0	1	0	0	1
ZUT30004	89003	21	0	1	0	0	1
ZUT30005	89003	22	0	1	0	0	1
ZUT30006	89003	23	0	1	0	0	1
ZUT30007	89003	24	0	1	0	0	1
ZUT30008	89003	25	0	1	0	0	1
ZUT30009	89003	26	0	1	0	0	1
