S2KTP201	1	S2KUDC11	1	101
S2KTP201	2	S2KUDC11	2	102
S2KTP201	3	S2KUDC11	3	103
S2KTP201	4	S2KUDC11	4	101
S2KTP401	1	S2KUDC10	0	3
S2KTP401	2	S2KUDC10	5	4
S2KTP402	1	S2KUDC11	8	201
S2KTP402	2	S2KUDC11	10	202
