101	RAM_1	1
101	RAM_2	2
101	RAM_3	3
101	RAM_4	4
102	DEVICE_1	1
102	DEVICE_2	2
102	DEVICE_3	3
103	EVENT_1	1
103	EVENT_2	2
103	EVENT_3	3
103	EVENT_4	4
103	EVENT_5	5
103	EVENT_6	6
103	EVENT_7	7
103	EVENT_8	8
104	HK_SID_1	1
104	HK_SID_2	2
104	HK_SID_3	3
104	HK_SID_4	4
104	HK_SID_5	5
105	DG_SID_1	1
106	NO_RESET	0
106	RESET	1
107	FORWARD	1
107	BACKWARD	-1
108	LOW	0
108	NORMAL	1
108	TOO_LOW	-1
108	HIGH	2
108	TOO_HIGH	3
9999	LOW	0
9999	NOMINAL	1
9999	HIGH	2
