1	C	V	0	10	
2	9	V	0	10	
3	A	R	0	10	
4	S	V	0	10	
5	5	V	0	10	
6	C	R	0	10	
7	C	V	0	10	
8	A	V	0	10	
9	C	V	0	10	
10	A	R	0	10	
11	S	R	0	10	
12	0	R	0	10	
13	1	R	0	10	
14	2	R	0	10	
15	3	R	0	10	
16	4	R	0	10	
17	5	R	0	10	
18	6	R	0	10	
19	7	R	0	10	
20	8	R	0	10	
21	9	R	0	10	
22	C	R	0	10	
23	C	V	0	10	
32767	S	R	0	100	
100	6	R	0	10	
200	0	V	0	100	
300	1	V	0	10	
400	C	V	0	10	
401	S	V	0	10	
402	A	V	0	10	
