S2KTP202	2	1	C	A
S2KTP304	1	2	U	I
S2KTP502	2	1	U	R
S2KTP315	2	16	C	I
S2KTP308	2	2	U	I
S2KTP309	2	1	U	I
S2KTP204	1	1	C	A
S2KTP307	1	1	U	I
S2KTP400	1	2	C	A
S2KUDC11	2	1	U	I
S2KUDC12	2	1	U	I
S2KUDC13	2	1	U	I
S2KUDC14	2	2	U	I
S2KUDC15	2	1	U	I
S2KUDC16	2	3	U	I
S2KUDC17	2	3	U	I
S2KUDC18	2	16	U	I
S2KUDC19	2	4	C	A
S2KUDC20	2	2	C	A
S2KTPC01	6	2	U	I
S2KTPC02	5	2	U	I
