S2KPST01	S2KCP001	0
S2KPST01	S2KCP002	8
S2KPST01	S2KCP003	16
S2KPST02	S2KCP001	0
S2KPST02	S2KCP002	8
S2KPST02	S2KCP003	16
S2KPST03	S2KCP024	0
S2KPST04	S2KCP024	0
