GRP21	3
GRP21	17
GRP21	18
GRP21	19
GRP21	20
GRP21	21
GRP21	22
GRP21	35
GRP21	41
GRP21	42
GRP22	2
GRP22	11
GRP22	12
GRP22	13
GRP22	14
GRP22	15
GRP22	16
GRP22	34
GRP22	39
GRP22	40
GRP31	39
GRP31	40
GRP31	41
GRP31	42
GRP31	43
GRP31	44
