S2KSCD01	S2KSCD01	1	99
S2KSCD02	S2KSCD02	1	99
S2KSCD03	S2KSCD03	1	99
S2KSCD04	S2KSCD04	1	99
S2KSCD05	S2KSCD05	1	99
S2KSCD06	S2KSCD06	1	99
S2KSCD07	S2KSCD07	1	99
S2KSCD08	S2KSCD08	1	99
S2KSCD10	5-PARAMETER DISPLAY	5	2
S2KSCD09	3-PARAMETER DISPLAY	3	2
S2KSCD11	PARAM IN MULT PCKTS	1	99
SCDPTC_8	Paramters with PTC 8	3	0
SMON-520	synthetic parameters	5	0
SMON-637	Supercommutated	1	0
