S2KTC002	C	1
S2KTC001	C	3
S2KTC002	C	3
S2KTC004	C	3
S2KTC005	C	3
S2KTC006	C	3
S2KTC007	C	3
S2KTC008	C	3
S2KTC009	C	3
S2KTC010	C	3
S2KTC011	C	3
S2KTC012	C	3
S2KTC013	C	3
S2KTC014	C	3
S2KTC015	C	3
S2KTC016	C	3
S2KTC017	C	3
S2KTC018	C	3
S2KTC019	C	3
S2KTC020	C	3
S2KTC021	C	10
S2KTC021	C	11
S2KTC021	C	12
S2KTC021	C	13
S2KTC021	C	14
S2KTC021	C	15
S2KTC021	C	16
S2KTC021	C	17
S2KTC021	C	18
S2KTC021	C	19
S2KTC021	C	20
S2KTC021	C	21
S2KTC021	C	22
S2KTC022	C	3
S2KTC023	C	3
S2KTC024	C	3
S2KTC025	C	3
S2KTC026	C	3
S2KTC027	C	3
S2KTC028	C	3
S2KTC029	C	3
S2KTC030	C	3
S2KTC031	C	3
S2KTC032	C	3
S2KTC033	C	3
S2KTC034	C	3
S2KTC035	C	3
S2KTC036	C	3
S2KTC037	C	3
S2KTC038	C	3
S2KTC039	C	3
S2KTC040	C	3
S2KTC041	C	3
S2KTC042	C	3
S2KTC043	C	3
S2KTC044	C	3
S2KTC045	C	3
S2KTC046	C	3
S2KTC047	C	3
S2KTC048	C	3
S2KTC049	C	3
S2KTC050	C	3
S2KTC051	C	3
S2KTC052	C	3
S2KTC053	C	3
S2KTC054	C	3
S2KTC055	C	3
S2KTC056	C	3
S2KTC057	C	3
S2KTC058	C	3
S2KTC059	C	3
S2KTC060	C	3
S2KTC061	C	3
S2KTC062	C	3
S2KTC063	C	3
S2KTC064	C	3
S2KTC065	C	3
S2KTC066	C	3
S2KTC067	C	3
S2KTC068	C	3
S2KTC069	C	3
S2KTC070	C	3
S2KTC071	C	3
S2KTC072	C	3
S2KTC073	C	3
S2KTC074	C	3
S2KTC075	C	3
S2KTC076	C	3
S2KTC077	C	3
S2KTC078	C	3
S2KTC079	C	3
S2KTC080	C	3
S2KTC039	C	2
S2KTC081	C	3
S2KTC082	C	3
S2KTC083	C	3
S2KTC084	C	3
S2KTC085	C	3
S2KTC086	C	3
S2KTC087	C	3
S2KTC088	C	3
S2KTC089	C	3
S2KTC090	C	3
S2KTC091	C	3
S2KTC092	C	3
S2KTC093	C	3
S2KTC094	C	3
S2KTC095	C	3
S2KTC096	C	3
S2KTC097	C	3
S2KTC098	C	3
S2KTC099	C	3
S2KTC100	C	3
S2KTC101	C	3
S2KTC102	C	3
S2KTC103	C	3
S2KTC104	C	3
S2KTC105	C	3
S2KTC106	C	3
S2KTC107	C	3
S2KTC108	C	3
S2KTC109	C	3
S2KTC110	C	3
S2KTC111	C	3
S2KTC112	C	3
S2KTC113	C	3
S2KTC005	C	6
S2KTC006	C	6
S2KTC007	C	6
S2KTC008	C	6
S2KTC009	C	6
S2KTC010	C	6
S2KTC011	C	6
S2KTC012	C	6
S2KTC013	C	6
S2KTC014	C	6
S2KTC015	C	6
S2KTC016	C	6
S2KTC017	C	6
S2KTC018	C	6
S2KTC019	C	6
S2KTC020	C	6
S2KTC021	C	6
S2KTC022	C	6
S2KTC023	C	6
S2KTC024	C	6
S2KTC025	C	6
S2KTC026	C	6
S2KTC027	C	6
S2KTC028	C	6
S2KTC029	C	6
S2KTC030	C	6
S2KTC031	C	6
S2KTC032	C	6
S2KTC033	C	6
S2KTC034	C	6
S2KTC035	C	6
S2KTC036	C	6
S2KTC037	C	6
S2KTC038	C	6
S2KTC039	C	6
S2KTC040	C	6
S2KTC041	C	6
S2KTC042	C	6
S2KTC043	C	6
S2KTC044	C	6
S2KTC045	C	6
S2KTC046	C	6
S2KTC047	C	6
S2KTC048	C	6
S2KTC049	C	6
S2KTC050	C	6
S2KTC051	C	6
S2KTC052	C	6
S2KTC053	C	6
S2KTC054	C	6
S2KTC055	C	6
S2KTC056	C	6
S2KTC057	C	6
S2KTC058	C	6
S2KTC059	C	6
S2KTC060	C	6
S2KTC061	C	6
S2KTC062	C	6
S2KTC063	C	6
S2KTC064	C	6
S2KTC065	C	6
S2KTC066	C	6
S2KTC067	C	6
S2KTC068	C	6
S2KTC069	C	6
S2KTC070	C	6
S2KTC071	C	6
S2KTC072	C	6
S2KTC073	C	6
S2KTC074	C	6
S2KTC075	C	6
S2KTC076	C	6
S2KTC077	C	6
S2KTC078	C	6
S2KTC079	C	6
S2KTC080	C	6
S2KTC081	C	6
S2KTC082	C	6
S2KTC083	C	6
S2KTC084	C	6
S2KTC085	C	6
S2KTC086	C	6
S2KTC087	C	6
S2KTC088	C	6
S2KTC089	C	6
S2KTC090	C	6
S2KTC091	C	6
S2KTC092	C	6
S2KTC093	C	6
S2KTC094	C	6
S2KTC095	C	6
S2KTC096	C	6
S2KTC097	C	6
S2KTC098	C	6
S2KTC099	C	6
S2KTC100	C	6
S2KTC101	C	6
S2KTC102	C	6
S2KTC103	C	6
S2KTC104	C	6
S2KTC105	C	6
S2KTC106	C	6
S2KTC107	C	6
S2KTC108	C	6
S2KTC109	C	6
S2KTC110	C	6
S2KTC111	C	9
S2KTC112	C	6
S2KTC113	C	6
S2KTC115	C	1
S2KTC117	C	7
S2KTC118	C	8
S2KTC123	C	23
S2KTC039	C	4
S2KTC039	C	5
S2KTC301	C	3
S2KTC302	C	3
S2KTC303	C	3
S2KTC304	C	3
S2KTC305	C	3
S2KTC306	C	3
S2KTC308	C	3
S2KTC301	C	6
S2KTC302	C	6
S2KTC303	C	6
S2KTC304	C	6
S2KTC305	C	6
S2KTC306	C	6
S2KTC308	C	6
S2KTC114	C	1
S2KTC601	C	3
S2KTC601	C	6
S2KTC602	C	3
S2KTC602	C	6
S2KTC603	C	3
S2KTC603	C	6
S2KTC601	C	32767
S2KTC601	C	300
S2KTC601	C	200
S2KTC601	C	100
S2KTC604	C	6
S2KTC003	C	400
S2KTC003	C	401
S2KTC116	C	6
S2KTC116	C	402
