S2KPSV01	S2KPST01	S2KCP001	R	1	0
S2KPSV01	S2KPST01	S2KCP002	R	1	8
S2KPSV01	S2KPST01	S2KCP003	R	1	16
S2KPSV02	S2KPST02	S2KCP001	R	2	0
S2KPSV02	S2KPST02	S2KCP002	R	2	8
S2KPSV02	S2KPST02	S2KCP003	R	2	16
S2KPSV03	S2KPST03	S2KCP024	E	NO_RESET	0
S2KPSV04	S2KPST04	S2KCP024	E	RESET	0
