S2KTC113	S2KTP201	E	ON
S2KTC039	S2KTP201	R	1
S2KTC040	S2KUPDC1	R	1
S2KTC601	S2KSPSDC	R	100
S2KTC602	S2KSPSD9	E	100
S2KTC105	S2KSPSDC	R	100
S2KTC003	S2KUDC20	E	ON
