99	1	S2KTP400	0	0	N	N	4-BIT +/- (N)	0	L	Y	2	N	16
99	2	S2KTP401	0	0	N	N	5-BIT +/- (N)	0	L	Y	2	N	4
99	3	S2KTP402	0	0	N	N	6-BIT +/- (P)	0	L	Y	2	N	3
99	4	S2KTP403	0	0	N	N	7-BIT +/-	0	L	Y	2	N	2
99	5	S2KTP404	0	0	N	N	8-BIT +/-	0	L	Y	2	N	1
99	6	S2KTP405	0	0	N	N	9-BIT +/-	0	L	Y	2	N	0
99	7	S2KTP406	0	0	N	N	10-BIT +/-	0	L	Y	2	N	7
99	8	S2KTP407	0	0	N	N	11-BIT +/-	0	L	Y	2	N	6
99	9	S2KTP408	0	0	N	N	12-BIT +/-	0	L	Y	2	N	5
99	10	S2KTP409	0	0	N	N	13-BIT +/-	0	L	Y	2	N	4
99	11	S2KTP410	0	0	N	N	14-BIT +/-	0	L	Y	2	N	3
99	12	S2KTP411	0	0	N	N	15-BIT +/-	0	L	Y	2	N	2
99	13	S2KTP412	0	0	N	N	16-BIT +/-	0	L	Y	2	N	1
99	14	S2KTP413	0	0	N	N	24-BIT +/-	0	L	Y	2	N	0
99	15	S2KTP414	0	0	N	N	32-BIT +/-	0	L	Y	2	N	0
99	16	S2KTP501	0	0	N	N	32-BIT REAL (N)	0	L	Y	2	N	0
99	17	S2KTP502	0	0	N	N	64-BIT REAL (T)	0	L	Y	2	N	0
99	18	S2KTP503	0	0	N	N	32-BIT REAL	0	L	Y	2	N	0
100	1	S2KTP100	0	0	N	N	1-BIT BOOL	1	L	N	2	N	0
100	2	S2KTP201	0	0	N	N	1-BIT +E (T)	1	L	N	2	N	0
100	3	S2KTP202	0	0	N	N	2-BIT +E (T)	1	L	N	2	N	0
100	4	S2KTP203	0	0	N	N	3-BIT +E (T)	1	L	N	2	N	0
100	5	S2KTP204	0	0	N	N	4-BIT +E (T)	1	L	N	2	N	0
100	6	S2KTP205	0	0	N	N	5-BIT +E (T)	1	L	N	2	N	0
100	7	S2KTP207	0	0	N	N	7-BIT +E (T)	1	L	N	2	N	0
100	8	S2KTP206	0	0	N	N	6-BIT +E (T)	1	L	N	2	N	0
100	9	S2KTP208	0	0	N	N	8-BIT +E (T)	1	L	N	2	N	0
100	10	S2KTP209	0	0	N	N	9-BIT +E (T)	1	L	N	2	N	0
100	11	S2KTP210	0	0	N	N	10-BIT +E (T)	1	L	N	2	N	0
100	12	S2KTP211	0	0	N	N	11-BIT +E (T)	1	L	N	2	N	0
100	13	S2KTP212	0	0	N	N	12-BIT +E (T)	1	L	N	2	N	0
100	14	S2KTP213	0	0	N	N	13-BIT +E (T)	1	L	N	2	N	0
100	15	S2KTP214	0	0	N	N	14-BIT +E (T)	1	L	N	2	N	0
100	16	S2KTP215	0	0	N	N	15-BIT +E (T)	1	L	N	2	N	0
100	17	S2KTP216	0	0	N	N	16-BIT +E (T)	1	L	N	2	N	0
100	18	S2KTP232	0	0	N	N	16-BIT +E (T)	1	L	N	2	N	0
100	19	S2KTP233	0	0	N	N	17-BIT +E (T)	1	L	N	2	N	0
100	20	S2KTP234	0	0	N	N	18 BIT +E (T)	1	L	N	2	N	0
100	21	S2KTP235	0	0	N	N	19 BIT +E (T)	1	L	N	2	N	0
100	22	S2KTP236	0	0	N	N	20-BIT +E (T)	1	L	N	2	N	0
100	23	S2KTP237	0	0	N	N	21-BIT +E (T)	1	L	N	2	N	0
100	24	S2KTP238	0	0	N	N	22-BIT +E (T)	1	L	N	2	N	0
100	25	S2KTP239	0	0	N	N	23-BIT +E (T)	1	L	N	2	N	0
100	26	S2KTP240	0	0	N	N	25-BIT +E (T)	1	L	N	2	N	0
100	27	S2KTP241	0	0	N	N	26-BIT +E (T)	1	L	N	2	N	0
100	28	S2KTP242	0	0	N	N	27-BIT +E (T)	1	L	N	2	N	0
100	29	S2KTP243	0	0	N	N	28-BIT +E (T)	1	L	N	2	N	0
100	30	S2KTP244	0	0	N	N	29-BIT +E (T)	1	L	N	2	N	0
100	31	S2KTP245	0	0	N	N	30-BIT +E (T)	1	L	N	2	N	0
100	32	S2KTP246	0	0	N	N	31-BIT +E (T)	1	L	N	2	N	0
2147483647	1	S2KTP011		0	N	N	SID	6	L	Y	1	N	0
2147483647	2	S2KTP012	1	0	N	N	N_1_OCTET	6	C	N	0	B	0
2147483647	3	S2KTP014	0	0	N	Y	TIME_OFFSET	6	R	N	2	N	0
