S2KUDC11	UDC W D_LIMITS		Volt	3	4				N	R			N				1	
S2KUDC12	UDC W +D_LIMIT		Volt	3	4				N	R			N				1	
S2KUDC13	UDC W -D_LIMITS		Volt	3	4				N	R			N				1	
S2KUDC14	UDC W LIMITS		Volt	3	4				N	R			N				1	
S2KUDC15	UDC WITH SCC		Volt	3	4				N	R			Y				1	
S2KUDC16	UDC LIM+SCC+CRIT		Volt	3	4				N	R			Y				1	
S2KUDC17	UDC W LIMITS+SCC		Volt	3	4				N	R			Y				1	
S2KUDC18	UDC S+H+CRIT		Volt	3	4				N	R			N				1	
S2KUDC19	UDC STATUS+LIM		Volt	3	4				S	R	250		N				1	
S2KUDC20	UDC TEXT CURVE		Volt	3	4				S	R	101		N				1	
S2KUP033	FILLER_8			2	8	8			N	C			N		0		1	
S2KUPDC1	DYNAMIC UDC 1			3	4				N	R			N			0	1	
S2KUPDC2	DYNAMIC UDC 2			3	4				N	R			N				1	
S2KUPDC3	DYNAMIC UDC 3		CTS	3	12		S2KTP201		N	R	6	P	N				1	
S2KUPDC4	DYNAMIC UDC 4		Volt	4	4				N	R			N				1	
S2KUPSC1	STATIC UDC 1			3	4				N	C		F	N	2	0	0	1	
S2KUPSC2	STATIC UDC 2			3	4				N	C		F	N	2	0	0	1	
SPTV	STATIC PTV			3	0				N	R			N				1	E
TCEBUF	TCE BUFFER SIZE			3	12				N	R			N				1	E
VCID	VC ID			3	4				N	R			N				1	E
