S2KTP001	1	16	0	1	0	0	0
S2KTP001	2	16	0	1	0	0	0
S2KTP001	3	16	0	1	0	0	0
S2KTP001	4	16	0	1	0	0	0
S2KTP001	5	16	0	1	0	0	0
S2KTP001	6	16	0	1	0	0	0
S2KTP001	7	16	0	1	0	0	0
S2KTP001	8	16	0	1	0	0	0
S2KTP001	9	16	0	1	0	0	0
S2KTP001	10	16	0	1	0	0	0
S2KTP001	11	16	0	1	0	0	0
S2KTP001	12	16	0	1	0	0	0
S2KTP001	13	16	0	1	0	0	0
S2KTP001	14	16	0	1	0	0	0
S2KTP001	15	16	0	1	0	0	0
S2KTP001	16	16	0	1	0	0	0
S2KTP001	17	16	0	1	0	0	0
S2KTP001	18	16	0	1	0	0	0
S2KTP001	19	16	0	1	0	0	0
S2KTP001	20	16	0	1	0	0	0
S2KTP001	21	16	0	1	0	0	0
S2KTP001	22	16	0	1	0	0	0
S2KTP001	23	16	0	1	0	0	0
S2KTP001	24	16	0	1	0	0	0
S2KTP001	25	16	0	1	0	0	0
S2KTP001	26	16	0	1	0	0	0
S2KTP001	27	16	0	1	0	0	0
S2KTP001	28	16	0	1	0	0	0
S2KTP001	29	16	0	1	0	0	0
S2KTP001	30	16	0	1	0	0	0
S2KTP001	31	16	0	1	0	0	0
S2KTP001	32	16	0	1	0	0	0
S2KTP001	33	16	0	1	0	0	0
S2KTP001	34	16	0	1	0	0	0
S2KTP001	35	16	0	1	0	0	0
S2KTP001	36	16	0	1	0	0	0
S2KTP001	37	16	0	1	0	0	0
S2KTP001	38	16	0	1	0	0	0
S2KTP001	39	16	0	1	0	0	0
S2KTP001	40	16	0	1	0	0	0
S2KTP001	41	16	0	1	0	0	0
S2KTP001	42	16	0	1	0	0	0
S2KTP001	43	16	0	1	0	0	0
S2KTP001	44	16	0	1	0	0	0
S2KTP002	1	18	0	1	0	0	0
S2KTP002	2	18	0	1	0	0	0
S2KTP002	3	18	0	1	0	0	0
S2KTP002	4	18	0	1	0	0	0
S2KTP002	5	18	0	1	0	0	0
S2KTP002	6	18	0	1	0	0	0
S2KTP002	7	18	0	1	0	0	0
S2KTP002	8	18	0	1	0	0	0
S2KTP002	9	18	0	1	0	0	0
S2KTP002	10	18	0	1	0	0	0
S2KTP002	11	18	0	1	0	0	0
S2KTP002	12	18	0	1	0	0	0
S2KTP002	13	18	0	1	0	0	0
S2KTP002	14	18	0	1	0	0	0
S2KTP002	15	18	0	1	0	0	0
S2KTP002	16	18	0	1	0	0	0
S2KTP002	17	18	0	1	0	0	0
S2KTP002	18	18	0	1	0	0	0
S2KTP002	19	18	0	1	0	0	0
S2KTP002	20	18	0	1	0	0	0
S2KTP002	21	18	0	1	0	0	0
S2KTP002	22	18	0	1	0	0	0
S2KTP002	23	18	0	1	0	0	0
S2KTP002	24	18	0	1	0	0	0
S2KTP002	25	18	0	1	0	0	0
S2KTP002	26	18	0	1	0	0	0
S2KTP002	27	18	0	1	0	0	0
S2KTP002	28	18	0	1	0	0	0
S2KTP002	29	18	0	1	0	0	0
S2KTP002	30	18	0	1	0	0	0
S2KTP002	31	18	0	1	0	0	0
S2KTP002	32	18	0	1	0	0	0
S2KTP002	33	18	0	1	0	0	0
S2KTP002	34	18	0	1	0	0	0
S2KTP002	35	18	0	1	0	0	0
S2KTP002	36	18	0	1	0	0	0
S2KTP002	37	18	0	1	0	0	0
S2KTP002	38	18	0	1	0	0	0
S2KTP002	39	18	0	1	0	0	0
S2KTP002	40	18	0	1	0	0	0
S2KTP002	41	18	0	1	0	0	0
S2KTP002	42	18	0	1	0	0	0
S2KTP002	43	18	0	1	0	0	0
S2KTP002	44	18	0	1	0	0	0
S2KTP003	5	22	0	1	0	0	0
S2KTP003	11	22	0	1	0	0	0
S2KTP003	17	22	0	1	0	0	0
S2KTP003	23	22	0	1	0	0	0
S2KTP004	6	22	0	1	0	0	0
S2KTP004	12	22	0	1	0	0	0
S2KTP004	18	22	0	1	0	0	0
S2KTP004	24	22	0	1	0	0	0
S2KTP005	6	24	0	1	0	0	0
S2KTP005	12	24	0	1	0	0	0
S2KTP005	18	24	0	1	0	0	0
S2KTP005	24	24	0	1	0	0	0
S2KTP006	7	22	0	1	0	0	0
S2KTP006	13	22	0	1	0	0	0
S2KTP006	19	22	0	1	0	0	0
S2KTP006	25	22	0	1	0	0	0
S2KTP007	7	24	0	1	0	0	0
S2KTP007	13	24	0	1	0	0	0
